reporting_unit,county,rep_unit_2024,tract_GEOID,prop_of_rep_unit_2024
TOWN OF LAC DU FLAMBEAU WARDS 1-7,VILAS,VILAS - TOWN OF LAC DU FLAMBEAU WARDS 1-7,55125940000,1
TOWN OF LAND O-LAKES WARDS 1-2,VILAS,VILAS - TOWN OF LAND O-LAKES WARDS 1-2,55125950201,0.7461059190031153
TOWN OF LAND O-LAKES WARDS 1-2,VILAS,VILAS - TOWN OF LAND O-LAKES WARDS 1-2,55125950602,0.2538940809968847
TOWN OF LINCOLN WARDS 1-5,VILAS,VILAS - TOWN OF LINCOLN WARDS 1-5,55125950201,0.0967551622418879
TOWN OF LINCOLN WARDS 1-5,VILAS,VILAS - TOWN OF LINCOLN WARDS 1-5,55125950501,0.20707964601769913
TOWN OF LINCOLN WARDS 1-5,VILAS,VILAS - TOWN OF LINCOLN WARDS 1-5,55125950502,0.696165191740413
TOWN OF MANITOWISH WATERS WARD 1,VILAS,VILAS - TOWN OF MANITOWISH WATERS WARD 1,55125940000,0.00749063670411985
TOWN OF MANITOWISH WATERS WARD 1,VILAS,VILAS - TOWN OF MANITOWISH WATERS WARD 1,55125950601,0.9925093632958801
TOWN OF PHELPS WARDS 1-2,VILAS,VILAS - TOWN OF PHELPS WARDS 1-2,55125950201,0.3090079817559863
TOWN OF PHELPS WARDS 1-2,VILAS,VILAS - TOWN OF PHELPS WARDS 1-2,55125950202,0.6909920182440137
TOWN OF PLUM LAKE WARD 1,VILAS,VILAS - TOWN OF PLUM LAKE WARD 1,55125950601,0.5689277899343544
TOWN OF PLUM LAKE WARD 1,VILAS,VILAS - TOWN OF PLUM LAKE WARD 1,55125950602,0.2538293216630197
TOWN OF PLUM LAKE WARD 1,VILAS,VILAS - TOWN OF PLUM LAKE WARD 1,55125950700,0.1772428884026258
TOWN OF PRESQUE ISLE WARDS 1-2,VILAS,VILAS - TOWN OF PRESQUE ISLE WARDS 1-2,55125950601,0.28484848484848485
TOWN OF PRESQUE ISLE WARDS 1-2,VILAS,VILAS - TOWN OF PRESQUE ISLE WARDS 1-2,55125950602,0.7151515151515152
TOWN OF ST. GERMAIN WARDS 1-2,VILAS,VILAS - TOWN OF ST. GERMAIN WARDS 1-2,55125950501,0.5235215053763441
TOWN OF ST. GERMAIN WARDS 1-2,VILAS,VILAS - TOWN OF ST. GERMAIN WARDS 1-2,55125950700,0.47647849462365593
TOWN OF WASHINGTON WARDS 1-3,VILAS,VILAS - TOWN OF WASHINGTON WARDS 1-3,55125950201,0.3630849220103986
TOWN OF WASHINGTON WARDS 1-3,VILAS,VILAS - TOWN OF WASHINGTON WARDS 1-3,55125950202,0.4202772963604853
TOWN OF WASHINGTON WARDS 1-3,VILAS,VILAS - TOWN OF WASHINGTON WARDS 1-3,55125950502,0.21663778162911612
TOWN OF WINCHESTER WARD 1,VILAS,VILAS - TOWN OF WINCHESTER WARD 1,55125950601,1
CITY OF BURLINGTON WARD 10,WALWORTH,WALWORTH - CITY OF BURLINGTON WARD 10,55127001000,1
CITY OF DELAVAN WARDS 1-10,WALWORTH,WALWORTH - CITY OF DELAVAN WARDS 1-10,55127000701,0.44785772029102666
CITY OF DELAVAN WARDS 1-10,WALWORTH,WALWORTH - CITY OF DELAVAN WARDS 1-10,55127000702,0.5437887361897062
CITY OF DELAVAN WARDS 1-10,WALWORTH,WALWORTH - CITY OF DELAVAN WARDS 1-10,55127000801,0.008353543519267044
CITY OF ELKHORN WARDS 1-8,WALWORTH,WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000201,0.007238662976367894
CITY OF ELKHORN WARDS 1-8,WALWORTH,WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000304,0.0034064296359378327
CITY OF ELKHORN WARDS 1-8,WALWORTH,WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000901,0.5550351288056206
CITY OF ELKHORN WARDS 1-8,WALWORTH,WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000902,0.3453268043431978
CITY OF ELKHORN WARDS 1-8,WALWORTH,WALWORTH - CITY OF ELKHORN WARDS 1-8,55127001000,0.08899297423887588
"CITY OF LAKE GENEVA WARDS 1-8,10-11",WALWORTH,"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001503,0.2296260786193672
"CITY OF LAKE GENEVA WARDS 1-8,10-11",WALWORTH,"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001504,0.2730105465004794
"CITY OF LAKE GENEVA WARDS 1-8,10-11",WALWORTH,"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001605,0.38662511984659637
"CITY OF LAKE GENEVA WARDS 1-8,10-11",WALWORTH,"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001606,0.11073825503355705
"CITY OF LAKE GENEVA WARDS 9,12",WALWORTH,"WALWORTH - CITY OF LAKE GENEVA WARDS 9,12",55127001605,0.9785276073619632
"CITY OF LAKE GENEVA WARDS 9,12",WALWORTH,"WALWORTH - CITY OF LAKE GENEVA WARDS 9,12",55127001701,0.02147239263803681
CITY OF WHITEWATER WARDS 1-7,WALWORTH,WALWORTH - CITY OF WHITEWATER WARDS 1-7,55127000301,0.0011733646230566149
CITY OF WHITEWATER WARDS 1-7,WALWORTH,WALWORTH - CITY OF WHITEWATER WARDS 1-7,55127000400,0.5664417717805809
CITY OF WHITEWATER WARDS 1-7,WALWORTH,WALWORTH - CITY OF WHITEWATER WARDS 1-7,55127000501,0.038134350249339984
CITY OF WHITEWATER WARDS 1-7,WALWORTH,WALWORTH - CITY OF WHITEWATER WARDS 1-7,55127000502,0.3942505133470226
CITY OF WHITEWATER WARDS 8-10,WALWORTH,WALWORTH - CITY OF WHITEWATER WARDS 8-10,55127000501,1
TOWN OF BLOOMFIELD WARDS 1-2,WALWORTH,WALWORTH - TOWN OF BLOOMFIELD WARDS 1-2,55127001605,0.0210016155088853
TOWN OF BLOOMFIELD WARDS 1-2,WALWORTH,WALWORTH - TOWN OF BLOOMFIELD WARDS 1-2,55127001701,0.5234248788368336
TOWN OF BLOOMFIELD WARDS 1-2,WALWORTH,WALWORTH - TOWN OF BLOOMFIELD WARDS 1-2,55127001702,0.4555735056542811
TOWN OF DARIEN WARDS 1-3,WALWORTH,WALWORTH - TOWN OF DARIEN WARDS 1-3,55127000600,0.8919213973799127
TOWN OF DARIEN WARDS 1-3,WALWORTH,WALWORTH - TOWN OF DARIEN WARDS 1-3,55127000701,0.10807860262008734
TOWN OF DELAVAN WARDS 1-9,WALWORTH,WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000701,0.022073578595317726
TOWN OF DELAVAN WARDS 1-9,WALWORTH,WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000702,0.006354515050167224
TOWN OF DELAVAN WARDS 1-9,WALWORTH,WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000801,0.32341137123745817
TOWN OF DELAVAN WARDS 1-9,WALWORTH,WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000802,0.545484949832776
TOWN OF DELAVAN WARDS 1-9,WALWORTH,WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000901,0.046153846153846156
TOWN OF DELAVAN WARDS 1-9,WALWORTH,WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127001603,0.05652173913043478
TOWN OF EAST TROY WARD 7,WALWORTH,WALWORTH - TOWN OF EAST TROY WARD 7,55127000102,1
TOWN OF EAST TROY WARDS 1-6,WALWORTH,WALWORTH - TOWN OF EAST TROY WARDS 1-6,55127000102,0.5292469352014011
TOWN OF EAST TROY WARDS 1-6,WALWORTH,WALWORTH - TOWN OF EAST TROY WARDS 1-6,55127000103,0.03187390542907181
TOWN OF EAST TROY WARDS 1-6,WALWORTH,WALWORTH - TOWN OF EAST TROY WARDS 1-6,55127000104,0.43887915936952715
"TOWN OF GENEVA WARDS 1-7,9-10",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127000801,3.502626970227671e-4
"TOWN OF GENEVA WARDS 1-7,9-10",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127000902,3.502626970227671e-4
"TOWN OF GENEVA WARDS 1-7,9-10",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001000,0.08581436077057793
"TOWN OF GENEVA WARDS 1-7,9-10",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001501,0.7425569176882661
"TOWN OF GENEVA WARDS 1-7,9-10",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001504,0.1555166374781086
"TOWN OF GENEVA WARDS 1-7,9-10",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001603,0.0070052539404553416
"TOWN OF GENEVA WARDS 1-7,9-10",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001606,0.00840630472854641
"TOWN OF GENEVA WARDS 8,11",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001000,0.30980392156862746
"TOWN OF GENEVA WARDS 8,11",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001501,0.045098039215686274
"TOWN OF GENEVA WARDS 8,11",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001503,0.17254901960784313
"TOWN OF GENEVA WARDS 8,11",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001504,0.37254901960784315
"TOWN OF GENEVA WARDS 8,11",WALWORTH,"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001606,0.1
TOWN OF LA GRANGE WARDS 1-3,WALWORTH,WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55055101600,0.003209242618741977
TOWN OF LA GRANGE WARDS 1-3,WALWORTH,WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55127000301,0.3267008985879333
TOWN OF LA GRANGE WARDS 1-3,WALWORTH,WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55127000303,0.6373555840821566
TOWN OF LA GRANGE WARDS 1-3,WALWORTH,WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55127000304,0.03273427471116817
TOWN OF LAFAYETTE WARDS 1-3,WALWORTH,WALWORTH - TOWN OF LAFAYETTE WARDS 1-3,55127000201,0.6419308357348703
TOWN OF LAFAYETTE WARDS 1-3,WALWORTH,WALWORTH - TOWN OF LAFAYETTE WARDS 1-3,55127000202,0.3580691642651297
TOWN OF LINN WARD 5,WALWORTH,WALWORTH - TOWN OF LINN WARD 5,55127001606,0.9934426229508196
TOWN OF LINN WARD 5,WALWORTH,WALWORTH - TOWN OF LINN WARD 5,55127001607,0.006557377049180328
"TOWN OF LINN WARDS 1-2,4",WALWORTH,"WALWORTH - TOWN OF LINN WARDS 1-2,4",55127001606,0.30966952264381886
"TOWN OF LINN WARDS 1-2,4",WALWORTH,"WALWORTH - TOWN OF LINN WARDS 1-2,4",55127001607,0.23378212974296206
"TOWN OF LINN WARDS 1-2,4",WALWORTH,"WALWORTH - TOWN OF LINN WARDS 1-2,4",55127001702,0.4565483476132191
"TOWN OF LINN WARDS 3,6",WALWORTH,"WALWORTH - TOWN OF LINN WARDS 3,6",55127001605,0.047337278106508875
"TOWN OF LINN WARDS 3,6",WALWORTH,"WALWORTH - TOWN OF LINN WARDS 3,6",55127001606,0.9526627218934911
TOWN OF LYONS WARDS 1-7,WALWORTH,WALWORTH - TOWN OF LYONS WARDS 1-7,55127001000,0.9609261939218524
TOWN OF LYONS WARDS 1-7,WALWORTH,WALWORTH - TOWN OF LYONS WARDS 1-7,55127001605,0.03907380607814761
TOWN OF RICHMOND WARDS 1-3,WALWORTH,WALWORTH - TOWN OF RICHMOND WARDS 1-3,55127000301,0.5260942760942761
TOWN OF RICHMOND WARDS 1-3,WALWORTH,WALWORTH - TOWN OF RICHMOND WARDS 1-3,55127000304,0.4739057239057239
TOWN OF SHARON WARD 1,WALWORTH,WALWORTH - TOWN OF SHARON WARD 1,55127000600,1
TOWN OF SPRING PRAIRIE WARDS 1-4,WALWORTH,WALWORTH - TOWN OF SPRING PRAIRIE WARDS 1-4,55127000202,1
TOWN OF SUGAR CREEK WARDS 1-7,WALWORTH,WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000301,0.0029276453366792136
TOWN OF SUGAR CREEK WARDS 1-7,WALWORTH,WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000303,0.4604767879548306
TOWN OF SUGAR CREEK WARDS 1-7,WALWORTH,WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000304,0.4613132580510247
TOWN OF SUGAR CREEK WARDS 1-7,WALWORTH,WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000901,0.07528230865746549
TOWN OF TROY WARDS 1-3,WALWORTH,WALWORTH - TOWN OF TROY WARDS 1-3,55127000201,0.9948287007110537
TOWN OF TROY WARDS 1-3,WALWORTH,WALWORTH - TOWN OF TROY WARDS 1-3,55127000202,0.005171299288946348
TOWN OF WALWORTH WARDS 1-4,WALWORTH,WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001603,0.13518886679920478
TOWN OF WALWORTH WARDS 1-4,WALWORTH,WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001607,0.10834990059642147
TOWN OF WALWORTH WARDS 1-4,WALWORTH,WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001608,0.1341948310139165
TOWN OF WALWORTH WARDS 1-4,WALWORTH,WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001702,0.6222664015904572
TOWN OF WHITEWATER WARDS 1-3,WALWORTH,WALWORTH - TOWN OF WHITEWATER WARDS 1-3,55127000301,0.9115720524017468
TOWN OF WHITEWATER WARDS 1-3,WALWORTH,WALWORTH - TOWN OF WHITEWATER WARDS 1-3,55127000400,0.026200873362445413
TOWN OF WHITEWATER WARDS 1-3,WALWORTH,WALWORTH - TOWN OF WHITEWATER WARDS 1-3,55127000502,0.06222707423580786
VILLAGE OF BLOOMFIELD WARDS 1-7,WALWORTH,WALWORTH - VILLAGE OF BLOOMFIELD WARDS 1-7,55127001701,0.9780412823891085
VILLAGE OF BLOOMFIELD WARDS 1-7,WALWORTH,WALWORTH - VILLAGE OF BLOOMFIELD WARDS 1-7,55127001702,0.021958717610891524
VILLAGE OF DARIEN WARDS 1-2,WALWORTH,WALWORTH - VILLAGE OF DARIEN WARDS 1-2,55127000600,1
VILLAGE OF EAST TROY WARDS 1-6,WALWORTH,WALWORTH - VILLAGE OF EAST TROY WARDS 1-6,55127000102,0.05162299569808369
VILLAGE OF EAST TROY WARDS 1-6,WALWORTH,WALWORTH - VILLAGE OF EAST TROY WARDS 1-6,55127000103,0.5361752053187329
VILLAGE OF EAST TROY WARDS 1-6,WALWORTH,WALWORTH - VILLAGE OF EAST TROY WARDS 1-6,55127000104,0.41220179898318343
VILLAGE OF EAST TROY WARDS 7-8,WALWORTH,WALWORTH - VILLAGE OF EAST TROY WARDS 7-8,55127000103,1
VILLAGE OF FONTANA WARDS 1-3,WALWORTH,WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001603,0.05407586763518967
VILLAGE OF FONTANA WARDS 1-3,WALWORTH,WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001607,0.8369652945924132
VILLAGE OF FONTANA WARDS 1-3,WALWORTH,WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001608,0.10815173527037934
VILLAGE OF FONTANA WARDS 1-3,WALWORTH,WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001702,8.071025020177562e-4
VILLAGE OF GENOA CITY WARDS 1-5,WALWORTH,WALWORTH - VILLAGE OF GENOA CITY WARDS 1-5,55127001702,1
VILLAGE OF MUKWONAGO WARDS 11-12,WALWORTH,WALWORTH - VILLAGE OF MUKWONAGO WARDS 11-12,55127000102,0.020202020202020204
VILLAGE OF MUKWONAGO WARDS 11-12,WALWORTH,WALWORTH - VILLAGE OF MUKWONAGO WARDS 11-12,55127000104,0.9696969696969697
VILLAGE OF MUKWONAGO WARDS 11-12,WALWORTH,WALWORTH - VILLAGE OF MUKWONAGO WARDS 11-12,55133203901,0.010101010101010102
VILLAGE OF SHARON WARDS 1-2,WALWORTH,WALWORTH - VILLAGE OF SHARON WARDS 1-2,55127000600,1
VILLAGE OF WALWORTH WARDS 1-3,WALWORTH,WALWORTH - VILLAGE OF WALWORTH WARDS 1-3,55127001607,0.14495798319327732
VILLAGE OF WALWORTH WARDS 1-3,WALWORTH,WALWORTH - VILLAGE OF WALWORTH WARDS 1-3,55127001608,0.8550420168067226
VILLAGE OF WILLIAMS BAY WARDS 1-4,WALWORTH,WALWORTH - VILLAGE OF WILLIAMS BAY WARDS 1-4,55127001603,0.7708333333333334
VILLAGE OF WILLIAMS BAY WARDS 1-4,WALWORTH,WALWORTH - VILLAGE OF WILLIAMS BAY WARDS 1-4,55127001606,0.22916666666666666
CITY OF SHELL LAKE WARDS 1-2,WASHBURN,WASHBURN - CITY OF SHELL LAKE WARDS 1-2,55129950600,1
CITY OF SPOONER WARDS 1-4,WASHBURN,WASHBURN - CITY OF SPOONER WARDS 1-4,55129950501,0.8006756756756757
CITY OF SPOONER WARDS 1-4,WASHBURN,WASHBURN - CITY OF SPOONER WARDS 1-4,55129950502,0.19932432432432431
TOWN OF BARRONETT WARD 1,WASHBURN,WASHBURN - TOWN OF BARRONETT WARD 1,55129950600,1
TOWN OF BASHAW WARDS 1-2,WASHBURN,WASHBURN - TOWN OF BASHAW WARDS 1-2,55129950502,0.011799410029498525
TOWN OF BASHAW WARDS 1-2,WASHBURN,WASHBURN - TOWN OF BASHAW WARDS 1-2,55129950600,0.9882005899705014
TOWN OF BASS LAKE WARD 1,WASHBURN,WASHBURN - TOWN OF BASS LAKE WARD 1,55129950300,1
TOWN OF BEAVER BROOK WARD 1,WASHBURN,WASHBURN - TOWN OF BEAVER BROOK WARD 1,55129950501,0.006396588486140725
TOWN OF BEAVER BROOK WARD 1,WASHBURN,WASHBURN - TOWN OF BEAVER BROOK WARD 1,55129950502,0.6481876332622601
TOWN OF BEAVER BROOK WARD 1,WASHBURN,WASHBURN - TOWN OF BEAVER BROOK WARD 1,55129950600,0.34541577825159914
TOWN OF BIRCHWOOD WARDS 1-2,WASHBURN,WASHBURN - TOWN OF BIRCHWOOD WARDS 1-2,55129950300,0.9608294930875576
TOWN OF BIRCHWOOD WARDS 1-2,WASHBURN,WASHBURN - TOWN OF BIRCHWOOD WARDS 1-2,55129950502,0.03917050691244239
TOWN OF BROOKLYN WARDS 1-2,WASHBURN,WASHBURN - TOWN OF BROOKLYN WARDS 1-2,55129950100,0.14691943127962084
TOWN OF BROOKLYN WARDS 1-2,WASHBURN,WASHBURN - TOWN OF BROOKLYN WARDS 1-2,55129950200,0.8530805687203792
TOWN OF CASEY WARD 1,WASHBURN,WASHBURN - TOWN OF CASEY WARD 1,55129950200,0.9740740740740741
TOWN OF CASEY WARD 1,WASHBURN,WASHBURN - TOWN OF CASEY WARD 1,55129950600,0.025925925925925925
TOWN OF CHICOG WARD 1,WASHBURN,WASHBURN - TOWN OF CHICOG WARD 1,55129950100,0.23113207547169812
TOWN OF CHICOG WARD 1,WASHBURN,WASHBURN - TOWN OF CHICOG WARD 1,55129950200,0.7688679245283019
TOWN OF CRYSTAL WARD 1,WASHBURN,WASHBURN - TOWN OF CRYSTAL WARD 1,55129950200,0.10795454545454546
TOWN OF CRYSTAL WARD 1,WASHBURN,WASHBURN - TOWN OF CRYSTAL WARD 1,55129950300,0.8295454545454546
TOWN OF CRYSTAL WARD 1,WASHBURN,WASHBURN - TOWN OF CRYSTAL WARD 1,55129950501,0.0625
TOWN OF EVERGREEN WARDS 1-2,WASHBURN,WASHBURN - TOWN OF EVERGREEN WARDS 1-2,55129950501,0.10925449871465295
TOWN OF EVERGREEN WARDS 1-2,WASHBURN,WASHBURN - TOWN OF EVERGREEN WARDS 1-2,55129950502,0.005141388174807198
TOWN OF EVERGREEN WARDS 1-2,WASHBURN,WASHBURN - TOWN OF EVERGREEN WARDS 1-2,55129950600,0.8856041131105399
TOWN OF FROG CREEK WARD 1,WASHBURN,WASHBURN - TOWN OF FROG CREEK WARD 1,55129950100,1
TOWN OF GULL LAKE WARD 1,WASHBURN,WASHBURN - TOWN OF GULL LAKE WARD 1,55129950100,1
TOWN OF LONG LAKE WARD 1,WASHBURN,WASHBURN - TOWN OF LONG LAKE WARD 1,55129950300,0.11064718162839249
TOWN OF LONG LAKE WARD 1,WASHBURN,WASHBURN - TOWN OF LONG LAKE WARD 1,55129950502,0.8893528183716075
TOWN OF MADGE WARD 1,WASHBURN,WASHBURN - TOWN OF MADGE WARD 1,55129950300,0.06166219839142091
TOWN OF MADGE WARD 1,WASHBURN,WASHBURN - TOWN OF MADGE WARD 1,55129950502,0.938337801608579
TOWN OF MINONG WARDS 1-2,WASHBURN,WASHBURN - TOWN OF MINONG WARDS 1-2,55129950100,0.9858356940509915
TOWN OF MINONG WARDS 1-2,WASHBURN,WASHBURN - TOWN OF MINONG WARDS 1-2,55129950200,0.014164305949008499
TOWN OF SARONA WARDS 1-2,WASHBURN,WASHBURN - TOWN OF SARONA WARDS 1-2,55129950502,0.4458874458874459
TOWN OF SARONA WARDS 1-2,WASHBURN,WASHBURN - TOWN OF SARONA WARDS 1-2,55129950600,0.5541125541125541
TOWN OF SPOONER WARDS 1-2,WASHBURN,WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950200,0.08884297520661157
TOWN OF SPOONER WARDS 1-2,WASHBURN,WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950501,0.6570247933884298
TOWN OF SPOONER WARDS 1-2,WASHBURN,WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950502,0.01652892561983471
TOWN OF SPOONER WARDS 1-2,WASHBURN,WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950600,0.23760330578512398
TOWN OF SPRINGBROOK WARD 1,WASHBURN,WASHBURN - TOWN OF SPRINGBROOK WARD 1,55129950100,0.052307692307692305
TOWN OF SPRINGBROOK WARD 1,WASHBURN,WASHBURN - TOWN OF SPRINGBROOK WARD 1,55129950200,0.027692307692307693
TOWN OF SPRINGBROOK WARD 1,WASHBURN,WASHBURN - TOWN OF SPRINGBROOK WARD 1,55129950300,0.92
TOWN OF STINNETT WARD 1,WASHBURN,WASHBURN - TOWN OF STINNETT WARD 1,55129950100,0.7102803738317757
TOWN OF STINNETT WARD 1,WASHBURN,WASHBURN - TOWN OF STINNETT WARD 1,55129950300,0.2897196261682243
TOWN OF STONE LAKE WARD 1,WASHBURN,WASHBURN - TOWN OF STONE LAKE WARD 1,55129950300,1
TOWN OF TREGO WARDS 1-2,WASHBURN,WASHBURN - TOWN OF TREGO WARDS 1-2,55129950200,0.9952904238618524
TOWN OF TREGO WARDS 1-2,WASHBURN,WASHBURN - TOWN OF TREGO WARDS 1-2,55129950600,0.004709576138147566
VILLAGE OF BIRCHWOOD WARD 1,WASHBURN,WASHBURN - VILLAGE OF BIRCHWOOD WARD 1,55129950300,1
VILLAGE OF MINONG WARD 1,WASHBURN,WASHBURN - VILLAGE OF MINONG WARD 1,55129950100,1
"CITY OF HARTFORD WARDS 1-3,12,15",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 1-3,12,15",55131440103,0.8403247631935047
"CITY OF HARTFORD WARDS 1-3,12,15",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 1-3,12,15",55131440200,0.15967523680649526
"CITY OF HARTFORD WARDS 4-7,13,16,18-19",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440103,0.035286284953395475
"CITY OF HARTFORD WARDS 4-7,13,16,18-19",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440104,0.6085219707057257
"CITY OF HARTFORD WARDS 4-7,13,16,18-19",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440105,0.19640479360852198
"CITY OF HARTFORD WARDS 4-7,13,16,18-19",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440200,0.11384820239680427
"CITY OF HARTFORD WARDS 4-7,13,16,18-19",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131450106,0.045938748335552594
"CITY OF HARTFORD WARDS 8-10,14,17",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 8-10,14,17",55131440103,0.060849598163030996
"CITY OF HARTFORD WARDS 8-10,14,17",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 8-10,14,17",55131440104,0.5311902028319939
"CITY OF HARTFORD WARDS 8-10,14,17",WASHINGTON,"WASHINGTON - CITY OF HARTFORD WARDS 8-10,14,17",55131440200,0.4079601990049751
CITY OF WEST BEND WARD 23,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARD 23,55131420106,1
"CITY OF WEST BEND WARDS 1,3",WASHINGTON,"WASHINGTON - CITY OF WEST BEND WARDS 1,3",55131420106,0.36218181818181816
"CITY OF WEST BEND WARDS 1,3",WASHINGTON,"WASHINGTON - CITY OF WEST BEND WARDS 1,3",55131420401,0.18981818181818183
"CITY OF WEST BEND WARDS 1,3",WASHINGTON,"WASHINGTON - CITY OF WEST BEND WARDS 1,3",55131420402,0.448
CITY OF WEST BEND WARDS 11-13,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 11-13,55131400104,0.28642714570858285
CITY OF WEST BEND WARDS 11-13,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 11-13,55131420300,0.5598802395209581
CITY OF WEST BEND WARDS 11-13,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 11-13,55131420401,0.1536926147704591
CITY OF WEST BEND WARDS 14-17,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131400102,0.5560882070949185
CITY OF WEST BEND WARDS 14-17,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131400104,0.06279961649089166
CITY OF WEST BEND WARDS 14-17,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131420105,0.2545541706615532
CITY OF WEST BEND WARDS 14-17,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131420300,0.028763183125599234
CITY OF WEST BEND WARDS 14-17,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131420401,0.0977948226270374
CITY OF WEST BEND WARDS 18-19,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 18-19,55131420105,0.9133052378085491
CITY OF WEST BEND WARDS 18-19,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 18-19,55131420106,0.08669476219145093
"CITY OF WEST BEND WARDS 2,24",WASHINGTON,"WASHINGTON - CITY OF WEST BEND WARDS 2,24",55131420106,0.6254295532646048
"CITY OF WEST BEND WARDS 2,24",WASHINGTON,"WASHINGTON - CITY OF WEST BEND WARDS 2,24",55131420402,0.3745704467353952
CITY OF WEST BEND WARDS 20-22,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420104,0.6655086848635235
CITY OF WEST BEND WARDS 20-22,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420106,0.1444168734491315
CITY OF WEST BEND WARDS 20-22,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420200,0.084863523573201
CITY OF WEST BEND WARDS 20-22,WASHINGTON,WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420402,0.10521091811414392
