contest,reporting_unit,candidate,votes,county,ctv,municipality
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W27,DEM KEVIN REILLY,261,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W27,REP SCOTT ALLEN,336,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W27,WRITE-IN:,2,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W30,DEM KEVIN REILLY,284,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W30,REP SCOTT ALLEN,242,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W30,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W31,DEM KEVIN REILLY,334,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W31,REP SCOTT ALLEN,364,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W31,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W35,DEM KEVIN REILLY,118,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W35,REP SCOTT ALLEN,137,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W35,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W38,DEM KEVIN REILLY,312,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W38,REP SCOTT ALLEN,381,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W38,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W39,DEM KEVIN REILLY,400,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W39,REP SCOTT ALLEN,490,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W39,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W40,DEM KEVIN REILLY,423,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W40,REP SCOTT ALLEN,336,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W40,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W41,DEM KEVIN REILLY,361,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W41,REP SCOTT ALLEN,361,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W41,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W42,DEM KEVIN REILLY,303,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W42,REP SCOTT ALLEN,270,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W42,WRITE-IN:,2,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W43,DEM KEVIN REILLY,515,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W43,REP SCOTT ALLEN,764,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W43,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W44,DEM KEVIN REILLY,338,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W44,REP SCOTT ALLEN,467,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W44,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W45,DEM KEVIN REILLY,429,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W45,REP SCOTT ALLEN,772,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W45,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W46,DEM KEVIN REILLY,118,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W46,REP SCOTT ALLEN,188,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W46,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W47,DEM KEVIN REILLY,160,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W47,REP SCOTT ALLEN,259,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W47,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W48,DEM KEVIN REILLY,151,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W48,REP SCOTT ALLEN,235,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W48,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W49,DEM KEVIN REILLY,280,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W49,REP SCOTT ALLEN,441,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W49,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W50,DEM KEVIN REILLY,524,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W50,REP SCOTT ALLEN,784,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W50,WRITE-IN:,2,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W51,DEM KEVIN REILLY,493,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W51,REP SCOTT ALLEN,744,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W51,WRITE-IN:,2,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W52,DEM KEVIN REILLY,221,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W52,REP SCOTT ALLEN,334,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W52,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W53,DEM KEVIN REILLY,341,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W53,REP SCOTT ALLEN,460,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W53,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W54,DEM KEVIN REILLY,429,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W54,REP SCOTT ALLEN,531,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W54,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,VILLAGE WAUKESHA W6-11,DEM JILL SCHINDLER,0,WAUKESHA,V,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,VILLAGE WAUKESHA W6-11,REP DAVE MAXEY,0,WAUKESHA,V,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,VILLAGE WAUKESHA W6-11,WRITE-IN:,0,WAUKESHA,V,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,"CITY MUSKEGO W1, 2, 17, 18",DEM JILL SCHINDLER,516,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,"CITY MUSKEGO W1, 2, 17, 18",REP DAVE MAXEY,1126,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,"CITY MUSKEGO W1, 2, 17, 18",WRITE-IN:,1,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY MUSKEGO W6,DEM JILL SCHINDLER,86,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY MUSKEGO W6,REP DAVE MAXEY,242,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY MUSKEGO W6,WRITE-IN:,0,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY MUSKEGO W7,DEM JILL SCHINDLER,338,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY MUSKEGO W7,REP DAVE MAXEY,691,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY MUSKEGO W7,WRITE-IN:,0,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W1,DEM JILL SCHINDLER,193,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W1,REP DAVE MAXEY,326,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W1,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W2,DEM JILL SCHINDLER,159,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W2,REP DAVE MAXEY,290,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W2,WRITE-IN:,2,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W3,DEM JILL SCHINDLER,190,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W3,REP DAVE MAXEY,241,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W3,WRITE-IN:,0,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W4,DEM JILL SCHINDLER,223,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W4,REP DAVE MAXEY,269,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W4,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W5,DEM JILL SCHINDLER,248,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W5,REP DAVE MAXEY,309,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W5,WRITE-IN:,2,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W6,DEM JILL SCHINDLER,88,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W6,REP DAVE MAXEY,112,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W6,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W7,DEM JILL SCHINDLER,226,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W7,REP DAVE MAXEY,393,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W7,WRITE-IN:,3,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W8,DEM JILL SCHINDLER,154,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W8,REP DAVE MAXEY,265,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W8,WRITE-IN:,2,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W9,DEM JILL SCHINDLER,132,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W9,REP DAVE MAXEY,192,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W9,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W10,DEM JILL SCHINDLER,88,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W10,REP DAVE MAXEY,190,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W10,WRITE-IN:,2,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W11,DEM JILL SCHINDLER,185,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W11,REP DAVE MAXEY,482,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W11,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W12,DEM JILL SCHINDLER,167,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W12,REP DAVE MAXEY,251,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W12,WRITE-IN:,0,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W13,DEM JILL SCHINDLER,410,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W13,REP DAVE MAXEY,593,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W13,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W14,DEM JILL SCHINDLER,414,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W14,REP DAVE MAXEY,605,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W14,WRITE-IN:,3,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W15,DEM JILL SCHINDLER,754,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W15,REP DAVE MAXEY,1217,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W15,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W16,DEM JILL SCHINDLER,465,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W16,REP DAVE MAXEY,545,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W16,WRITE-IN:,4,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W17,DEM JILL SCHINDLER,539,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W17,REP DAVE MAXEY,758,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W17,WRITE-IN:,2,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W18,DEM JILL SCHINDLER,719,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W18,REP DAVE MAXEY,1005,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W18,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W19,DEM JILL SCHINDLER,322,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W19,REP DAVE MAXEY,732,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W19,WRITE-IN:,1,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W20,DEM JILL SCHINDLER,420,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W20,REP DAVE MAXEY,927,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W20,WRITE-IN:,4,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W21,DEM JILL SCHINDLER,592,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W21,REP DAVE MAXEY,935,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY NEW BERLIN W21,WRITE-IN:,0,WAUKESHA,C,NEW BERLIN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W13,DEM JILL SCHINDLER,113,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W13,REP DAVE MAXEY,110,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W13,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W15,DEM JILL SCHINDLER,148,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W15,REP DAVE MAXEY,212,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W15,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W28,DEM JILL SCHINDLER,349,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W28,REP DAVE MAXEY,365,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W28,WRITE-IN:,3,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W29,DEM JILL SCHINDLER,384,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W29,REP DAVE MAXEY,400,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W29,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W32,DEM JILL SCHINDLER,415,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W32,REP DAVE MAXEY,589,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W32,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W33,DEM JILL SCHINDLER,376,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W33,REP DAVE MAXEY,387,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W33,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W34,DEM JILL SCHINDLER,445,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W34,REP DAVE MAXEY,563,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W34,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W36,DEM JILL SCHINDLER,193,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W36,REP DAVE MAXEY,199,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W36,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W37,DEM JILL SCHINDLER,14,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W37,REP DAVE MAXEY,22,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,CITY WAUKESHA W37,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,"TOWN MUKWONAGO W2, 3, 11",DEM ZACH ROPER,0,WAUKESHA,T,MUKWONAGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,"TOWN MUKWONAGO W2, 3, 11",REP CHUCK WICHGERS,0,WAUKESHA,T,MUKWONAGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,"TOWN MUKWONAGO W2, 3, 11",WRITE-IN:,0,WAUKESHA,T,MUKWONAGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE BIG BEND W1-3,DEM ZACH ROPER,0,WAUKESHA,V,BIG BEND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE BIG BEND W1-3,REP CHUCK WICHGERS,0,WAUKESHA,V,BIG BEND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE BIG BEND W1-3,WRITE-IN:,0,WAUKESHA,V,BIG BEND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE MUKWONAGO W1 - 10,DEM ZACH ROPER,522,WAUKESHA,V,MUKWONAGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE MUKWONAGO W1 - 10,REP CHUCK WICHGERS,1358,WAUKESHA,V,MUKWONAGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE MUKWONAGO W1 - 10,WRITE-IN:,1,WAUKESHA,V,MUKWONAGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE VERNON WARDS 1 - 11,DEM ZACH ROPER,1332,WAUKESHA,V,VERNON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE VERNON WARDS 1 - 11,REP CHUCK WICHGERS,4024,WAUKESHA,V,VERNON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,VILLAGE VERNON WARDS 1 - 11,WRITE-IN:,5,WAUKESHA,V,VERNON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,CITY MUSKEGO W3,DEM ZACH ROPER,211,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,CITY MUSKEGO W3,REP CHUCK WICHGERS,645,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,CITY MUSKEGO W3,WRITE-IN:,0,WAUKESHA,C,MUSKEGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,"CITY MUSKEGO W4, 5",DEM ZACH ROPER,202,WAUKESHA,C,MUSKEGO
